,Barrio,Barrio Latitude,Barrio Longitude,Venue,Venue Latitude,Venue Longitude,Category
533,La Nova Esquerra de l'Eixample,41.383389,2.149,Molly Craft House,41.379525593250406,2.150755151094643,Brewery
534,La Nova Esquerra de l'Eixample,41.383389,2.149,Santa Anita Barcelona,41.380386,2.1515465,Diner
535,La Nova Esquerra de l'Eixample,41.383389,2.149,Hotel H10 Itaca,41.380985520224364,2.145612063177141,Hotel
536,La Nova Esquerra de l'Eixample,41.383389,2.149,Cutoff Pro Audio,41.385937407320675,2.1447157859802246,Electronics Store
537,La Nova Esquerra de l'Eixample,41.383389,2.149,Mercadona,41.381082645601566,2.145583268028502,Supermarket
538,La Nova Esquerra de l'Eixample,41.383389,2.149,Larré Cafè,41.38012891298464,2.1522126420762024,Café
539,La Nova Esquerra de l'Eixample,41.383389,2.149,Parc de l'Escorxador,41.37915576382719,2.1483313074368846,Park
540,La Nova Esquerra de l'Eixample,41.383389,2.149,Tarte & Quiche,41.379604967812945,2.148226889649338,Pie Shop
541,La Nova Esquerra de l'Eixample,41.383389,2.149,Caprabo,41.3806827084328,2.148096299062152,Supermarket
542,La Nova Esquerra de l'Eixample,41.383389,2.149,Crama Dracula,41.38170388335286,2.144279656157622,Eastern European Restaurant
543,La Nova Esquerra de l'Eixample,41.383389,2.149,Quiosc Parc Joan Miró,41.379084964838874,2.147955,Snack Place
544,La Nova Esquerra de l'Eixample,41.383389,2.149,Forn del Cel,41.384088612627586,2.144738951255931,Cupcake Shop
545,La Nova Esquerra de l'Eixample,41.383389,2.149,L'Oreneta,41.38582047140935,2.1446375283893997,Bar
546,La Nova Esquerra de l'Eixample,41.383389,2.149,Hua Long,41.37995872484367,2.146216276314657,Café
547,Dreta de l'Eixample,41.3950373,2.1672069,Barrabes,41.394399862314906,2.1665575687169683,Sporting Goods Shop
548,Dreta de l'Eixample,41.3950373,2.1672069,OD Barcelona,41.39390503409978,2.167371216593632,Hotel
549,Dreta de l'Eixample,41.3950373,2.1672069,Silom Spa,41.394674795757595,2.1659441352205713,Spa
550,Dreta de l'Eixample,41.3950373,2.1672069,Forn Sant Josep,41.39570192487954,2.1654259459729763,Bakery
551,Dreta de l'Eixample,41.3950373,2.1672069,Hotel Claris,41.39440757141007,2.1651662507413394,Hotel
552,Dreta de l'Eixample,41.3950373,2.1672069,9 Reinas,41.39402586154822,2.16500470556673,Argentinian Restaurant
553,Dreta de l'Eixample,41.3950373,2.1672069,The Growler Barcelona,41.394785436277715,2.1665612112208126,Beer Bar
554,Dreta de l'Eixample,41.3950373,2.1672069,Mercat de la Concepció,41.39604121717338,2.168513988320868,Market
555,Dreta de l'Eixample,41.3950373,2.1672069,La Real,41.39520779311001,2.166462134459479,Burger Joint
556,Dreta de l'Eixample,41.3950373,2.1672069,Floristeria Navarro,41.39545324826903,2.167148618025257,Flower Shop
557,Dreta de l'Eixample,41.3950373,2.1672069,Fabrizzio Petit Palace,41.39345552243535,2.169760642594958,Hostel
558,Dreta de l'Eixample,41.3950373,2.1672069,Majestic Hotel & Spa,41.393577569357966,2.164298293103011,Hotel
559,Dreta de l'Eixample,41.3950373,2.1672069,Eroica Caffè Barcelona,41.393672,2.1692,Café
560,Dreta de l'Eixample,41.3950373,2.1672069,CocoVail Beer Hall,41.39281454658605,2.1658007996782347,Beer Bar
561,Dreta de l'Eixample,41.3950373,2.1672069,Somewhere,41.39469878055389,2.1682660607174826,Gastropub
562,Dreta de l'Eixample,41.3950373,2.1672069,Vinitus Petit,41.39256594463858,2.1654404549763804,Tapas Restaurant
563,Dreta de l'Eixample,41.3950373,2.1672069,Central Garden Hostel One,41.392644604144316,2.169261716667709,Hostel
564,Dreta de l'Eixample,41.3950373,2.1672069,Luigi,41.3928366,2.1694426,Pizza Place
565,Dreta de l'Eixample,41.3950373,2.1672069,Chanel Boutique,41.3934974,2.1638445,Boutique
566,Dreta de l'Eixample,41.3950373,2.1672069,Casa del Libro,41.393102705422905,2.164699213735238,Bookstore
567,Dreta de l'Eixample,41.3950373,2.1672069,Betlem Miscelánea Gastronómica,41.39496571087436,2.1709992460031353,Tapas Restaurant
568,Dreta de l'Eixample,41.3950373,2.1672069,La Dolce Vitae - Terrassa del Majestic,41.39351563311209,2.1639975860213703,Roof Deck
569,Dreta de l'Eixample,41.3950373,2.1672069,Replay,41.392884719720875,2.16476726143272,Boutique
570,Dreta de l'Eixample,41.3950373,2.1672069,Trattoria Italia,41.395127543204204,2.166183224120819,Pizza Place
571,Dreta de l'Eixample,41.3950373,2.1672069,Hotel Praktik Bakery,41.396212341060476,2.163267566190587,Bed & Breakfast
572,Dreta de l'Eixample,41.3950373,2.1672069,Hotel Alma,41.39489662606688,2.162894578586141,Hotel
573,Dreta de l'Eixample,41.3950373,2.1672069,Casa Consell,41.392164503677606,2.167366107726408,Hostel
574,Dreta de l'Eixample,41.3950373,2.1672069,Hotel Sixtytwo Barcelona,41.39284747483745,2.164194609452685,Hotel
575,Dreta de l'Eixample,41.3950373,2.1672069,Baluard,41.39620058350399,2.1632405763853586,Bakery
576,Dreta de l'Eixample,41.3950373,2.1672069,Ibis Styles Barcelona Centro - La Pedrera,41.39778466551872,2.165628889683443,Hotel
577,Dreta de l'Eixample,41.3950373,2.1672069,La Paradeta,41.391917331895506,2.1669570443956547,Seafood Restaurant
578,Dreta de l'Eixample,41.3950373,2.1672069,Anita Flow,41.395687,2.171646,Restaurant
579,Dreta de l'Eixample,41.3950373,2.1672069,Bembi,41.39369911825826,2.169067494683402,Indian Restaurant
580,Dreta de l'Eixample,41.3950373,2.1672069,Billy Brunch,41.39774196416888,2.1694505643322706,Bistro
581,Dreta de l'Eixample,41.3950373,2.1672069,Alina Babayan. Acadèmia de Dansa,41.39635595336625,2.1643168236977837,Country Dance Club
582,Dreta de l'Eixample,41.3950373,2.1672069,Teòric,41.397867,2.169303,Mediterranean Restaurant
583,Dreta de l'Eixample,41.3950373,2.1672069,Apartments Sixtyfour Barcelona,41.39297322275288,2.1643357255532383,Hotel
584,Dreta de l'Eixample,41.3950373,2.1672069,Casa Batlló,41.391716734434084,2.165009379386902,Museum
585,Dreta de l'Eixample,41.3950373,2.1672069,Espacio Uma,41.395974,2.16331,Restaurant
586,Dreta de l'Eixample,41.3950373,2.1672069,Louis Vuitton,41.3941229,2.1632048,Boutique
587,Dreta de l'Eixample,41.3950373,2.1672069,Jaime Beriestain Concept Store,41.395505585751245,2.1632593680973327,Furniture / Home Store
588,Dreta de l'Eixample,41.3950373,2.1672069,BistrEau by Ángel León,41.39138303915583,2.166841142999907,Bistro
589,Dreta de l'Eixample,41.3950373,2.1672069,AltaFit Diagonal,41.39798930220424,2.1681640553549855,Gym / Fitness Center
590,Dreta de l'Eixample,41.3950373,2.1672069,Gucci,41.39369285698834,2.16316006369319,Boutique
591,Dreta de l'Eixample,41.3950373,2.1672069,Why not?,41.39758005310029,2.164655327796936,Lounge
592,Dreta de l'Eixample,41.3950373,2.1672069,Hotel Sixty Two,41.392781550839814,2.164238337984006,Hotel
593,Dreta de l'Eixample,41.3950373,2.1672069,Mandarin Oriental,41.3911676,2.1665773,Hotel
594,Dreta de l'Eixample,41.3950373,2.1672069,Fat Barbies,41.396138,2.171342,Theme Restaurant
595,Dreta de l'Eixample,41.3950373,2.1672069,La Menuda - Craft Beer & Crazy Food,41.39642382031961,2.163753096643167,Tapas Restaurant
596,Dreta de l'Eixample,41.3950373,2.1672069,Don Kilo,41.397922,2.166901,Italian Restaurant
597,Dreta de l'Eixample,41.3950373,2.1672069,Baluard,41.39649821432148,2.1622365276956836,Bakery
598,Dreta de l'Eixample,41.3950373,2.1672069,Azotea Mandarin Oriental,41.39117,2.16663,Roof Deck
599,Dreta de l'Eixample,41.3950373,2.1672069,Azotea Casa Milà,41.39537577382724,2.1620657039843656,Monument / Landmark
600,Dreta de l'Eixample,41.3950373,2.1672069,Masajes Shiva,41.39128209538621,2.168126106262207,Massage Studio
601,Dreta de l'Eixample,41.3950373,2.1672069,Monument Hotel,41.39363357012986,2.1622332142357026,Hotel
602,Dreta de l'Eixample,41.3950373,2.1672069,Jardín del Alma,41.394903539009796,2.162892038272026,Mediterranean Restaurant
603,Dreta de l'Eixample,41.3950373,2.1672069,Cartier,41.39435933706008,2.1624917323950714,Jewelry Store
604,Dreta de l'Eixample,41.3950373,2.1672069,Hermès,41.39396625948295,2.1623873223815293,Boutique
605,Dreta de l'Eixample,41.3950373,2.1672069,Hungaryto,41.39723784025075,2.171584691534648,Hungarian Restaurant
606,Dreta de l'Eixample,41.3950373,2.1672069,La Vinoteca Torres,41.393607503586075,2.16321821161863,Wine Bar
607,Dreta de l'Eixample,41.3950373,2.1672069,H10 Casa Mimosa,41.39634316979176,2.1621968951866393,Hotel
608,Dreta de l'Eixample,41.3950373,2.1672069,Montblanc Boutique,41.393857818881614,2.162167581643657,Paper / Office Supplies Store
609,Dreta de l'Eixample,41.3950373,2.1672069,Passeig de Sant Joan,41.398695100065794,2.169990923896971,Road
610,Dreta de l'Eixample,41.3950373,2.1672069,Faborit,41.39143071208819,2.1646669469543385,Salad Place
611,Dreta de l'Eixample,41.3950373,2.1672069,Mango,41.39322575824557,2.1632249330069557,Women's Store
612,Dreta de l'Eixample,41.3950373,2.1672069,Kenzo,41.39101197275996,2.1660952460498817,Boutique
613,Dreta de l'Eixample,41.3950373,2.1672069,Restaurante Lasarte,41.39365768400086,2.1622507494332406,Spanish Restaurant
614,Dreta de l'Eixample,41.3950373,2.1672069,Loewe,41.391343542296184,2.165630651477282,Accessories Store
615,Dreta de l'Eixample,41.3950373,2.1672069,El Nacional,41.39069209681801,2.168455946117272,Spanish Restaurant
616,Dreta de l'Eixample,41.3950373,2.1672069,The One Barcelona Hotel GL,41.39607235944606,2.162889209657549,Hotel
617,Dreta de l'Eixample,41.3950373,2.1672069,Carolina Herrera,41.39479121664506,2.1615281313497627,Boutique
618,Dreta de l'Eixample,41.3950373,2.1672069,Tiger,41.39104604692123,2.1646909310708384,Gift Shop
619,Dreta de l'Eixample,41.3950373,2.1672069,Obrador DelaCrem,41.396941,2.172311,Ice Cream Shop
620,Dreta de l'Eixample,41.3950373,2.1672069,Macníficos,41.39896077579861,2.165562383786966,Electronics Store
621,Dreta de l'Eixample,41.3950373,2.1672069,Massimo Dutti,41.39567013803362,2.1617105165361563,Clothing Store
622,Dreta de l'Eixample,41.3950373,2.1672069,La Taperia de el Nacional,41.3906788117304,2.168481274370344,Tapas Restaurant
623,Dreta de l'Eixample,41.3950373,2.1672069,Casa Mathilda,41.3969284854814,2.1634330357001557,Hotel
624,Dreta de l'Eixample,41.3950373,2.1672069,Xavier Pellicer,41.396099,2.163371,Mediterranean Restaurant
625,Dreta de l'Eixample,41.3950373,2.1672069,Granja Petitbo,41.39754296676689,2.17214799025707,Breakfast Spot
626,Dreta de l'Eixample,41.3950373,2.1672069,Cockteletia El Nacional,41.39070675284254,2.1684720300785187,Cocktail Bar
627,Dreta de l'Eixample,41.3950373,2.1672069,Sante Gelato,41.39857045260679,2.164274333255334,Ice Cream Shop
628,Dreta de l'Eixample,41.3950373,2.1672069,Hotel Royal Passeig de Gràcia,41.3944802928369,2.162156765491447,Hotel
629,Dreta de l'Eixample,41.3950373,2.1672069,Suites Avenue,41.39441364765321,2.1619161603754558,Hotel
630,Dreta de l'Eixample,41.3950373,2.1672069,Alaire Terrace Bar,41.393536665404866,2.1624885089962693,Hotel Bar
631,Dreta de l'Eixample,41.3950373,2.1672069,Seven Dir,41.39296204490318,2.1622316573486016,Gym
632,Dreta de l'Eixample,41.3950373,2.1672069,Pepito,41.39268459593692,2.1624025844466046,Burger Joint
633,Dreta de l'Eixample,41.3950373,2.1672069,La Cuina d'en Garriga,41.39083805372974,2.1654378507927396,Mediterranean Restaurant
634,Dreta de l'Eixample,41.3950373,2.1672069,Crois' - Croissant Gourmet,41.3932,2.1706188,Bagel Shop
635,Dreta de l'Eixample,41.3950373,2.1672069,Casa Terrades (Casa de les Punxes) (Casa Terradas (Casa de los Pinchos)),41.397737900172146,2.1636036493200126,Monument / Landmark
636,Dreta de l'Eixample,41.3950373,2.1672069,Geox,41.392008482322275,2.165386816220985,Shoe Store
637,Dreta de l'Eixample,41.3950373,2.1672069,El Nacional Barra de Vins,41.390785,2.168533,Wine Bar
638,Dreta de l'Eixample,41.3950373,2.1672069,Duet Fit,41.39258192882556,2.1710555960717755,Gym / Fitness Center
639,Dreta de l'Eixample,41.3950373,2.1672069,Malpaso,41.3942640959802,2.1718788454061824,Mexican Restaurant
640,Dreta de l'Eixample,41.3950373,2.1672069,Tapas 24,41.39067389924666,2.16740945206258,Tapas Restaurant
641,Dreta de l'Eixample,41.3950373,2.1672069,El Fornet d'en Rossend,41.396839752783585,2.1619574629364613,Bakery
642,Dreta de l'Eixample,41.3950373,2.1672069,La Pedrera Gift Shop,41.39488955945672,2.1618380764577454,Souvenir Shop
643,Dreta de l'Eixample,41.3950373,2.1672069,Mango,41.39092228037669,2.1667058991196706,Women's Store
644,Fort Pienc,41.3959246,2.1823245,Three Marks Coffee,41.397256418755575,2.1834718678782297,Coffee Shop
645,Fort Pienc,41.3959246,2.1823245,Ametller Origen,41.39600662691733,2.1797239780426025,Health Food Store
646,Fort Pienc,41.3959246,2.1823245,Il Birrino,41.396247351548375,2.1843007921779645,Bistro
647,Fort Pienc,41.3959246,2.1823245,Reebok Crossfit BCN,41.39468460364665,2.1813758912700343,Gym
648,Fort Pienc,41.3959246,2.1823245,Vic Braseria,41.39731149932094,2.179650649002669,Restaurant
649,Fort Pienc,41.3959246,2.1823245,El Puestu,41.395675,2.182062,Tapas Restaurant
650,Fort Pienc,41.3959246,2.1823245,ILUNION Auditori,41.395767662885824,2.181326469772373,Hotel
651,Fort Pienc,41.3959246,2.1823245,L'Auditori,41.39860416340613,2.1852897648933367,Concert Hall
652,Fort Pienc,41.3959246,2.1823245,Parking Shakespeare,41.394089900554725,2.184508461712691,Theater
653,Fort Pienc,41.3959246,2.1823245,Chenji: Qi Xin Mian Guan (齊心面館) (Chen Ji),41.393636345737846,2.180736719751653,Chinese Restaurant
654,Fort Pienc,41.3959246,2.1823245,Parc de l'Estació del Nord,41.39348745607448,2.184004783630371,Park
655,Fort Pienc,41.3959246,2.1823245,Yogabody Fitness 1,41.39519200901744,2.1774324412482646,Yoga Studio
656,Fort Pienc,41.3959246,2.1823245,Brew Coffee,41.39453,2.178257,Coffee Shop
657,Fort Pienc,41.3959246,2.1823245,El Petit,41.396417089593704,2.1771544218063354,Café
658,Fort Pienc,41.3959246,2.1823245,Gorría,41.39871025328366,2.1781050657173107,Spanish Restaurant
659,Fort Pienc,41.3959246,2.1823245,Mabel,41.39481546565168,2.18728244304657,Restaurant
660,Fort Pienc,41.3959246,2.1823245,Yang Kuang,41.392082371,2.179492636,Food & Drink Shop
661,Fort Pienc,41.3959246,2.1823245,Churrería J. Argilés,41.395353441646805,2.1865868921489016,Food Truck
662,Fort Pienc,41.3959246,2.1823245,Norma Cómics,41.39237217432592,2.178759437072948,Comic Shop
663,Fort Pienc,41.3959246,2.1823245,La Bona Pinta,41.39932336768667,2.1787317690081807,Beer Bar
664,Fort Pienc,41.3959246,2.1823245,Orval Barcelona,41.392533,2.18579,Coffee Shop
665,Fort Pienc,41.3959246,2.1823245,Manairó,41.39945422993401,2.1796814745813213,Mediterranean Restaurant
666,Fort Pienc,41.3959246,2.1823245,Xocoxavi,41.39286735354451,2.1848924601159596,Coffee Shop
667,Fort Pienc,41.3959246,2.1823245,Secrets del Mediterrani,41.393020634142,2.178586721420288,Deli / Bodega
668,Fort Pienc,41.3959246,2.1823245,Anytime Fitness,41.39309241000148,2.18681564628921,Gym / Fitness Center
669,Fort Pienc,41.3959246,2.1823245,Mercadona,41.393015217472694,2.1858110150993246,Supermarket
670,Fort Pienc,41.3959246,2.1823245,Ruixian Sushi,41.39371689701907,2.1849836602176547,Sushi Restaurant
671,Fort Pienc,41.3959246,2.1823245,SandwiChez,41.393149297329515,2.177889563759347,Sandwich Place
672,Fort Pienc,41.3959246,2.1823245,Ruixian Sushi,41.3935062575523,2.186529290013794,Sushi Restaurant
673,Fort Pienc,41.3959246,2.1823245,Museu de la Música,41.39862823950358,2.185312270254367,Museum
674,Fort Pienc,41.3959246,2.1823245,Fum,41.39379405089607,2.187340526866532,Smoke Shop
675,Fort Pienc,41.3959246,2.1823245,Camp Municipal De Futbol De Marina,41.39539425587117,2.18481086018144,Soccer Stadium
676,Fort Pienc,41.3959246,2.1823245,Granier,41.394455478374404,2.1876350745332087,Bakery
677,Fort Pienc,41.3959246,2.1823245,Tram T4 Marina,41.39396654328536,2.1868616328926165,Tram Station
678,Fort Pienc,41.3959246,2.1823245,Andalucía,41.39524168945802,2.187076513270086,Spanish Restaurant
679,Fort Pienc,41.3959246,2.1823245,Tram T4 Auditori | Teatre Nacional,41.397510262071684,2.1869311129592783,Tram Station
680,Sagrada Família,41.4034789,2.174410333009705,Cripta de la Sagrada Família,41.40316982344775,2.173978581237114,Historic Site
681,Sagrada Família,41.4034789,2.174410333009705,Torres Naixement,41.40387913476936,2.174680416783174,Historic Site
682,Sagrada Família,41.4034789,2.174410333009705,Museu Basilica de la Sagrada Familia,41.403045421874346,2.174074357405862,Museum
683,Sagrada Família,41.4034789,2.174410333009705,Oporto restaurante,41.402072055708935,2.175287148402276,Portuguese Restaurant
684,Sagrada Família,41.4034789,2.174410333009705,Plaça de Gaudí,41.40442461732096,2.175571918487549,Plaza
685,Sagrada Família,41.4034789,2.174410333009705,Plaça de la Sagrada Família (Plaza de la Sagrada Familia),41.40265419363708,2.1731632947921753,Plaza
686,Sagrada Família,41.4034789,2.174410333009705,Vesping,41.404805357303566,2.1758117744838112,General Travel
687,Sagrada Família,41.4034789,2.174410333009705,Can Pizza,41.40461087104725,2.173412310985441,Pizza Place
688,Sagrada Família,41.4034789,2.174410333009705,Ayre Hotel Rosellon,41.40474296689518,2.1727722101067393,Hotel
689,Sagrada Família,41.4034789,2.174410333009705,Anauco,41.40205465286584,2.1760064363479614,Burger Joint
690,Sagrada Família,41.4034789,2.174410333009705,Fargo Café,41.404998,2.173951,Coffee Shop
691,Sagrada Família,41.4034789,2.174410333009705,Don Angelo,41.402264,2.176255,Italian Restaurant
692,Sagrada Família,41.4034789,2.174410333009705,Michael Collins,41.4019706430214,2.172379217554143,Irish Pub
693,Sagrada Família,41.4034789,2.174410333009705,Five Guys,41.404028416713246,2.173499344944048,Burger Joint
694,Sagrada Família,41.4034789,2.174410333009705,La Paradeta,41.40451632252556,2.17338123872448,Seafood Restaurant
695,Sagrada Família,41.4034789,2.174410333009705,El Felino,41.40497915235051,2.173599368379655,Italian Restaurant
696,Sagrada Família,41.4034789,2.174410333009705,Sport Bar,41.405003,2.1738732,Pizza Place
697,Sagrada Família,41.4034789,2.174410333009705,La Trocadero,41.40496714379954,2.173619688553489,Vegetarian / Vegan Restaurant
698,Sagrada Família,41.4034789,2.174410333009705,Bardeni,41.40298946847849,2.177035991630943,Steakhouse
699,Sagrada Família,41.4034789,2.174410333009705,La Bodega de Barri,41.404799,2.176382,Wine Bar
700,Sagrada Família,41.4034789,2.174410333009705,Xurreria Sagrada Familia,41.4013417,2.1746509,Café
701,Sagrada Família,41.4034789,2.174410333009705,Clandestino café bar,41.40455648557066,2.17232608304868,Mexican Restaurant
702,Sagrada Família,41.4034789,2.174410333009705,Les Mil i Una Nits,41.403244,2.17073,Restaurant
703,Sagrada Família,41.4034789,2.174410333009705,Bailongu,41.404443883478706,2.1778049719125327,Dance Studio
704,Sagrada Família,41.4034789,2.174410333009705,Paisano Cafè,41.40482697961295,2.175944745540619,Cafeteria
705,Sagrada Família,41.4034789,2.174410333009705,Ottantotto,41.404676,2.177477,Italian Restaurant
706,Sagrada Família,41.4034789,2.174410333009705,Club Metropolitan,41.401684095174744,2.1711457618347527,Gym
707,Sagrada Família,41.4034789,2.174410333009705,Claror,41.40450315846906,2.171470928296912,Gym
708,Sagrada Família,41.4034789,2.174410333009705,Hispanos Siete Suiza Apartments Barcelona,41.403070987798515,2.171197889525794,Hotel
709,Sagrada Família,41.4034789,2.174410333009705,Bocca di Bonifacio,41.4054365537387,2.1709826588630676,Burger Joint
710,Sagrada Família,41.4034789,2.174410333009705,Torrons Vicens,41.403945,2.173575,Chocolate Shop
711,Sagrada Família,41.4034789,2.174410333009705,Mercat Sagrada Família,41.405624665501136,2.176910812659499,Market
712,Sagrada Família,41.4034789,2.174410333009705,El Celler Del Vermut,41.40310082779759,2.1782273054122925,Wine Bar
713,Sagrada Família,41.4034789,2.174410333009705,Hotel Barcelona 1882,41.404143,2.169769,Hotel
714,Sagrada Família,41.4034789,2.174410333009705,Bicos,41.400129,2.174846,Spanish Restaurant
715,Sagrada Família,41.4034789,2.174410333009705,Colombia Pan y Sabor,41.4027823062514,2.1783649323648135,Bakery
716,Sagrada Família,41.4034789,2.174410333009705,Plaça de Pablo Neruda,41.40133173516059,2.177558656342774,Plaza
717,Sagrada Família,41.4034789,2.174410333009705,Un Capítol de Viêtnam,41.40228803181014,2.1705159544944763,Vietnamese Restaurant
718,Sagrada Família,41.4034789,2.174410333009705,Pizza al Vol,41.4020667242111,2.177385091781616,Pizza Place
719,Sagrada Família,41.4034789,2.174410333009705,Café Parc Belmont,41.403458,2.178136,Mediterranean Restaurant
720,Sagrada Família,41.4034789,2.174410333009705,Jugar × Jugar,41.40711596524914,2.1743722057220465,Toy / Game Store
721,Sagrada Família,41.4034789,2.174410333009705,Piacere Caffé,41.40250729338931,2.172475025836132,Café
722,Sagrada Família,41.4034789,2.174410333009705,La Jijonenca,41.406716064921824,2.174364062686236,Ice Cream Shop
723,Sagrada Família,41.4034789,2.174410333009705,Camelia Art Café,41.406515,2.17612,Breakfast Spot
724,Sagrada Família,41.4034789,2.174410333009705,El Rincón de la Abuela Venezolana,41.405756668447005,2.1786637543846155,Latin American Restaurant
725,Sagrada Família,41.4034789,2.174410333009705,Álava de la Cruz,41.406556,2.172777,Wine Shop
726,Sagrada Família,41.4034789,2.174410333009705,The Escape Hunt Experience Barcelona,41.40212626325423,2.170384038019203,Escape Room
727,Sagrada Família,41.4034789,2.174410333009705,Els Pollos de Llull,41.40256634,2.1702217,Restaurant
728,Sagrada Família,41.4034789,2.174410333009705,BeerStore,41.40675550407283,2.1773894497513973,Beer Store
729,Sagrada Família,41.4034789,2.174410333009705,Beerivins,41.4076400260103,2.1739242642070167,Brewery
730,Sagrada Família,41.4034789,2.174410333009705,El gallo de Oro,41.402202,2.170435,Mexican Restaurant
731,Sagrada Família,41.4034789,2.174410333009705,Jazzman,41.401456934285676,2.1692079517393745,Jazz Club
732,Sagrada Família,41.4034789,2.174410333009705,Bristol · Gastropub,41.39990591768715,2.1710282564163204,Gastropub
733,Sagrada Família,41.4034789,2.174410333009705,BRO Room,41.40701779857533,2.173568308353424,Sandwich Place
734,Sagrada Família,41.4034789,2.174410333009705,Wakasa,41.403191361374866,2.16892272233963,Japanese Restaurant
735,Sagrada Família,41.4034789,2.174410333009705,The Venue Steakhouse,41.40245300607545,2.169220447540283,Steakhouse
736,Sagrada Família,41.4034789,2.174410333009705,SandwiChez,41.40549501621904,2.1776533126831055,Sandwich Place
737,Sagrada Família,41.4034789,2.174410333009705,Cal Marius 449,41.405716,2.1783607,Sandwich Place
738,Sagrada Família,41.4034789,2.174410333009705,Paprika Gourmet,41.405756426982244,2.1795469522476196,Deli / Bodega
739,Sagrada Família,41.4034789,2.174410333009705,Forn de pa Imperio,41.400446,2.171516,Bakery
740,Sagrada Família,41.4034789,2.174410333009705,Plaza De La Hispanidad,41.40174123303471,2.178643292914943,Plaza
741,Sagrada Família,41.4034789,2.174410333009705,Pittier,41.405864,2.179294,Venezuelan Restaurant
742,Sagrada Família,41.4034789,2.174410333009705,IL FORNO,41.40741934007032,2.172907358617522,Pastry Shop
743,Sagrada Família,41.4034789,2.174410333009705,Arc Iris,41.39980934365128,2.1715378761291504,Vegetarian / Vegan Restaurant
744,Sagrada Família,41.4034789,2.174410333009705,Tactic,41.40736763602702,2.1771747204535616,Theme Park Ride / Attraction
745,Sagrada Família,41.4034789,2.174410333009705,Frank-Burg,41.40360461538265,2.180306822028797,Burger Joint
746,Sagrada Família,41.4034789,2.174410333009705,Consum,41.40281514323789,2.1703040599823,Grocery Store
747,Sagrada Família,41.4034789,2.174410333009705,la Torteria,41.40768538484889,2.1745613801790977,Taco Place
748,Sagrada Família,41.4034789,2.174410333009705,Restaurante Mi Rincón,41.39970530510384,2.1733679206226952,Restaurant
749,Sagrada Família,41.4034789,2.174410333009705,La Fonda Paisa,41.40057977,2.17454211,Latin American Restaurant
750,Sagrada Família,41.4034789,2.174410333009705,Potala,41.39951419816006,2.174538080001659,Asian Restaurant
751,Sagrada Família,41.4034789,2.174410333009705,Teixidó,41.39901497653813,2.174815991475043,Café
752,Sagrada Família,41.4034789,2.174410333009705,Ta Mi,41.40043504930862,2.17265550000273,Japanese Restaurant
753,Sagrada Família,41.4034789,2.174410333009705,Hotel Sant Antoni,41.39982727468656,2.177428480449932,Hotel
754,Sagrada Família,41.4034789,2.174410333009705,Boulangery,41.39981739149309,2.171720266342163,Bakery
755,Sagrada Família,41.4034789,2.174410333009705,Mercadona,41.400183989318556,2.176933170565563,Supermarket
756,Sant Antoni,41.3800525,2.1633268,Rekons,41.38052830177681,2.160911901981474,Argentinian Restaurant
757,Sant Antoni,41.3800525,2.1633268,El Laurel,41.381297173,2.162344056,Argentinian Restaurant
758,Sant Antoni,41.3800525,2.1633268,Renoir Floridablanca,41.38172783420948,2.1625281212618575,Indie Movie Theater
759,Sant Antoni,41.3800525,2.1633268,Bodega Armando,41.37997449220553,2.164890584751975,Wine Bar
760,Sant Antoni,41.3800525,2.1633268,Absenta del Raval,41.38140436874548,2.1638397714158417,Cocktail Bar
761,Sant Antoni,41.3800525,2.1633268,Foxy Bar,41.380388207470226,2.164356903335585,Bar
762,Sant Antoni,41.3800525,2.1633268,Bouzu,41.37988988318962,2.163319060929621,Japanese Restaurant
763,Sant Antoni,41.3800525,2.1633268,Chulapio,41.37926419687337,2.165904503389862,Cocktail Bar
764,Sant Antoni,41.3800525,2.1633268,Arume,41.378953172641666,2.166007761028043,Spanish Restaurant
765,Sant Antoni,41.3800525,2.1633268,Pappa Sven,41.38178929912453,2.1618825473445953,Scandinavian Restaurant
766,Sant Antoni,41.3800525,2.1633268,Art De Vins,41.381299037390384,2.1620331408240308,Wine Shop
767,Sant Antoni,41.3800525,2.1633268,JazzSí Club Taller de Músics,41.379830986064334,2.1641131912501774,Jazz Club
768,Sant Antoni,41.3800525,2.1633268,Mercat de Sant Antoni,41.37939764184635,2.163129717263596,Market
769,Sant Antoni,41.3800525,2.1633268,M-Store,41.38142949754371,2.163405418395996,Gift Shop
770,Sant Antoni,41.3800525,2.1633268,Mercat del Llibre Vell de Sant Antoni,41.37959767027276,2.161981180203224,Flea Market
771,Sant Antoni,41.3800525,2.1633268,Düal Café,41.37812211206796,2.161727786484257,Coffee Shop
772,Sant Antoni,41.3800525,2.1633268,Pesca Salada,41.37842999610753,2.1655226242257246,Cocktail Bar
773,Sant Antoni,41.3800525,2.1633268,Cera 23,41.37894663219354,2.1661802076793903,Spanish Restaurant
774,Sant Antoni,41.3800525,2.1633268,Bagel Hood,41.38167753754876,2.1644544945732314,Bagel Shop
775,Sant Antoni,41.3800525,2.1633268,Bar Ramón,41.37872862690168,2.160632014274597,Bar
776,Sant Antoni,41.3800525,2.1633268,Sésamo,41.37894970435067,2.1637459296033508,Vegetarian / Vegan Restaurant
777,Sant Antoni,41.3800525,2.1633268,Casa Ametller,41.378166981834525,2.1613894158480575,Health Food Store
